topology,representation,target,mse_0,r2_0,aobt_0,mse_1,r2_1,aobt_1,mse_2,r2_2,aobt_2,mse_3,r2_3,aobt_3,mse_4,r2_4,aobt_4,mse_5,r2_5,aobt_5,mse_6,r2_6,aobt_6,mse_7,r2_7,aobt_7,mse_8,r2_8,aobt_8,mse_9,r2_9,aobt_9,mse_10,r2_10,aobt_10,mse_11,r2_11,aobt_11,mse_12,r2_12,aobt_12,mse_13,r2_13,aobt_13,mse_14,r2_14,aobt_14,mse_15,r2_15,aobt_15,mse_16,r2_16,aobt_16,mse_17,r2_17,aobt_17,mse_18,r2_18,aobt_18,mse_19,r2_19,aobt_19,mse_20,r2_20,aobt_20,mse_21,r2_21,aobt_21,mse_22,r2_22,aobt_22,mse_23,r2_23,aobt_23,mse_24,r2_24,aobt_24
euro28,graph_raw_conn,avg_transceivers,179.31425383454106,0.9966898698829236,310.9850973569565,286.0514032125602,0.9941736461861558,522.4818401597872,680.3294972342995,0.9870455303871121,1281.508030346652,227.9237769082126,0.9956520951656198,403.9189781041015,260.4255555193237,0.9950892408734311,460.85130405469084,480.8058551328502,0.9905838077785202,878.2448550999272,223.20454478260854,0.9956739993852401,386.74045816642973,216.2142189492753,0.9959272297882272,373.28727648174856,221.19327041062797,0.9958772940197556,378.56143702846856,202.71938794685983,0.9961083123325875,352.6206224786761,202.6043186231884,0.9960973511920255,360.58967276742027,184.10639517512084,0.9965130471222123,293.5980535432995,202.67873583333332,0.9962459144418676,356.0226673572897,287.68598803743964,0.9945456091933564,517.826071291203,643.7866389009661,0.9871426307406213,1202.528718457333,178.70556535024156,0.9962561745040568,305.709983814971,152.9237549577295,0.9971342266063701,258.93232154797573,288.08989455314,0.9942723680613187,491.65811897543944,222.62219082125597,0.9959677985217225,388.23010632869557,203.9481029408212,0.9962925560533373,336.09264604769567,203.9163433816425,0.9960707253094271,343.4412924480192,516.0455937077295,0.9901757015003009,945.8091340863575,275.74294048913043,0.99484764803638,485.8004770361448,161.96683681159408,0.9970112053007003,265.83694599109157,228.7295332850242,0.9953055928732014,395.04425498871996
euro28,graph_raw_conn,max_transceivers,207.0789855072464,0.996829682609192,333.66018183574874,290.95917874396133,0.9950858108214171,473.5108964251207,837.0797101449275,0.9868494642175704,1549.3738025120774,281.78115942028984,0.9955627546776238,486.09501623188385,316.29082125603867,0.9950569722705404,510.129465700483,915.5142512077293,0.9852293512849711,1693.3869899516908,926.4860507246375,0.9851145175385962,1731.8551424154584,236.0485507246377,0.9963229321191932,376.3703097584541,310.90096618357484,0.9951949229918082,525.4367109178743,278.59396135265695,0.9955688679074524,487.03247961352645,518.9987922705315,0.9917231735004617,952.731143188406,294.00797101449274,0.9954040148998684,488.0290316908211,339.48212560386474,0.9947930398316737,596.6634504347825,316.92753623188406,0.9950421395197981,541.0840707246375,698.3548309178743,0.9884041610629257,1267.77968115942,239.59009661835753,0.9958222128211939,406.1110340096618,224.1359903381642,0.996523769343213,362.84213565217374,367.56473429951683,0.9939709470655735,629.0886718840577,324.9939613526569,0.9951418659978973,531.1185358454104,212.83285024154586,0.9967965224239687,343.1410987439612,232.23164251207731,0.9962889036742494,366.2734921739129,391.90555555555557,0.9938609007110595,660.8128208695653,314.55314009661834,0.9951314208622694,538.5240900483092,245.53574879227045,0.9962587440175962,407.0965346859902,312.187922705314,0.9946727546590121,529.1910092753621
euro28,graph_raw_conn,sum_slots,77001.33777173913,0.9958431885228021,122938.7195947826,101854.3847826087,0.9939002025777599,173674.43596173913,228589.48695652175,0.9872780973185306,415985.39091086946,82793.06521739131,0.9954111594551186,135196.22818217392,117755.03967391304,0.9935441306979306,194677.6113347826,271730.4581521739,0.9844786653510682,494825.5283386956,94394.97445652174,0.9946846510269785,155111.38778826082,108179.40217391304,0.9939964590512613,177044.6090669565,133763.6402173913,0.9927294200016652,222098.9227069565,105971.26141304348,0.9940809075694791,174619.10755565215,93477.67663043478,0.9947461201033682,150414.43247260866,95854.675,0.9946761693329498,156146.14319173907,137945.8847826087,0.9925721015488094,244992.08129739127,115290.825,0.9936727544482681,197298.98220608695,147381.75489130436,0.991325153562676,250209.9276969565,85104.94836956522,0.9948285797502737,138657.2526460869,91506.45326086956,0.9949378351971832,148759.33985130434,287211.76576086954,0.9835755420815933,524816.9998760868,165642.88369565218,0.9912370390767878,290172.2420456522,77540.17934782608,0.99584887332002,117904.59826173911,93129.00815217392,0.9947197520321931,149833.1079008696,141668.65054347826,0.9921402429024484,245074.1661847826,155145.02173913043,0.991592065879524,272372.55875521735,91002.28423913043,0.9951785512484567,145489.53756999996,97974.16413043479,0.9940170584396173,158390.35811130432
euro28,graph_raw_conn,avg_max_slot,48.47764673309181,0.9919447014280509,79.11106519040099,40.929191443236704,0.9923473140075865,69.12692129431883,125.9033544806763,0.9787518599408371,230.71906278934782,42.750172572463775,0.9928570244279772,74.88954689293722,55.228349915458914,0.99071311920026,97.90662760408206,111.84129295289856,0.9807136190341796,204.11971880635747,33.47739758454106,0.9942516560127365,57.145179886188394,46.88408161835747,0.9919492674858164,79.65192014978743,53.22011718599035,0.99107755562983,92.15834637530436,66.42652868357489,0.9886522476689442,115.86485790875363,49.29797057971015,0.9915352837509442,85.4407636726039,58.527784746376824,0.989886362761994,104.85389596470048,55.42300033816425,0.990846802042357,96.1249529127101,45.42190635869564,0.9925146925589367,77.45155491037197,116.62487690217388,0.9789090574603081,215.8755845927343,35.45629051328502,0.9934501986007599,57.386305746371946,37.07474730676329,0.9937022966225527,62.38104668361835,94.1269214794686,0.9835888836571992,168.65705201267636,50.59588865942029,0.991800821462447,88.56658184098063,41.181601274154595,0.9931987436022852,67.26484188032367,41.37949723429951,0.9927112354139623,67.48964239959419,55.976547349033844,0.9904898140910374,95.50789539199037,50.423675911835744,0.9916184127278963,87.47793170140098,34.3813191183575,0.994528334363414,57.37250327037683,88.13100001207725,0.983448112780133,157.7063501234927
euro28,graph_raw_mean,avg_transceivers,310.32672086956535,0.9942713877847561,518.1889703186089,327.2780923913042,0.9933339325017231,563.4967242412606,343.9680373913043,0.9934503450073755,593.4509968528258,449.21596043478274,0.9914306955046569,813.9821445330869,409.55584434782605,0.9922771400200718,704.3619036243912,930.2032841304348,0.9817827240768442,1710.616287069391,395.50118782608695,0.9923346615395296,701.6408912105215,469.63799,0.9911535530582399,817.1932364717826,445.329385,0.9916997379020176,765.0727589949998,513.0748404347826,0.9901502907580646,897.2808991693043,405.3211317391304,0.9921925354682566,713.7934937012171,316.25059673913034,0.9940102519124734,548.0697124770867,323.13724500000006,0.9940147403240824,578.1785553479566,1160.218597173913,0.9780028019671968,2160.312347868391,1398.5550958695655,0.9720687907908773,2656.9924585343915,490.9329082608696,0.9897151096825529,852.3478206856959,445.23831043478265,0.9916562858123551,792.5951525278696,422.88510499999995,0.9915924498582376,743.7783938611303,469.13260434782603,0.9915029262187152,842.6925493029564,480.2785297826088,0.9912693194872655,883.486342798522,476.9674086956521,0.9908092900444551,867.6393237929128,996.9142573913043,0.9810210892939724,1800.5358817107824,403.47305391304343,0.9924609668051372,700.1863008436085,333.02730956521737,0.9938546045774272,588.7160492276086,358.941497173913,0.9926331440534301,620.1436585228695
euro28,graph_raw_mean,max_transceivers,478.96521739130435,0.9926671856414196,825.959076521739,490.7913043478261,0.9917107226959455,826.0756313043477,803.4260869565218,0.9873781631820584,1449.5159182608695,562.8347826086956,0.9911369659648677,977.2507147826087,571.9217391304347,0.9910619441804351,989.2061426086956,672.6521739130435,0.9891476195426085,1171.7515791304347,407.76521739130436,0.9934485986193733,686.5944747826086,634.7739130434783,0.9901117513322543,1110.2575617391306,509.37391304347824,0.9921274581157374,853.4545495652173,602.4,0.990418622286031,1076.8291426086957,526.4173913043478,0.9916048640593088,902.8758069565216,451.31304347826085,0.9929449939191652,775.6319565217391,449.25217391304346,0.9931093922222319,762.7475095652173,534.8695652173913,0.9916327602486589,953.0608139130435,702.304347826087,0.9883385812746586,1248.9528069565215,421.7391304347826,0.9926460385600251,726.2742747826087,521.7217391304348,0.9919083717829467,903.4477756521738,696.8434782608696,0.988569887626866,1221.707033043478,630.8695652173913,0.9905695205138023,1053.664292173913,610.8782608695652,0.9908052971702455,1063.5373895652172,549.4434782608696,0.9912198111707557,960.9556417391302,516.0695652173913,0.9919159035743222,874.3577426086954,463.1565217391304,0.9928313728530881,778.8867773913042,491.6434782608696,0.9925087727009176,839.7125147826087,487.0869565217391,0.9916882379776243,805.6081460869565
euro28,graph_raw_mean,sum_slots,135663.37826086956,0.992676398824889,226556.56998782608,183746.0347826087,0.9889959220537635,306693.5641082608,165262.55869565217,0.9908024895781117,285998.6051256521,500785.96304347826,0.972243726869063,938077.7061678261,177641.88260869565,0.9902608603430384,296465.3582047826,196069.61739130435,0.9888004378798265,333721.533427826,191141.39347826087,0.989236893008594,333132.4877321738,188268.35869565216,0.9895518298486795,324200.2736856521,149118.78913043477,0.9918948072595389,248194.3199986956,204032.42608695652,0.9886036386400561,348409.2772134782,209172.79565217393,0.9882435166810573,363036.01612304343,210840.61304347825,0.9882897759386222,363139.7483152174,174737.52391304346,0.9905910017882446,292500.0261156521,209199.93260869564,0.9885189533250284,366411.4550765217,217539.95869565217,0.9871956624681368,370937.3674030435,239150.40652173912,0.9854679747921793,424695.4312656521,157027.9108695652,0.9913131682505752,265170.79625478253,209141.27608695652,0.9880400718299539,359958.8894595652,164540.0347826087,0.9912953827962014,279986.3873726087,138540.30652173914,0.9925832211442889,230568.077343913,199584.4108695652,0.9886839213601637,333101.21196521726,268479.4695652174,0.9851047962384982,476075.1663665217,173359.1347826087,0.9906049696722736,294577.0230599999,187073.37391304347,0.9900885489563107,314997.9242791304,139647.54130434783,0.9914722101883644,226435.7736665217
euro28,graph_raw_mean,avg_max_slot,59.811717173913046,0.9900613731811375,101.38497289760868,110.01615608695653,0.9794298624786306,198.5452153955652,134.5248343478261,0.9772968517522939,244.39316110813047,201.90366195652172,0.9662646291587994,380.9511573091304,111.71244760869561,0.9812150790965645,202.3646062473478,80.78987130434784,0.9860682562315204,139.52161631069566,178.82033108695657,0.969295081184003,330.454455227174,129.53285413043477,0.9777571763292345,233.1467392625652,74.94744434782609,0.9874349317844809,130.03577411739136,57.28070413043476,0.9902146438071905,97.96979254704344,78.39498086956522,0.9865391767529648,140.94485697852178,74.80757456521742,0.9870732050583115,129.17797295256523,73.43124369565219,0.9878727115868644,126.60290414713045,61.49628673913044,0.9898657134931534,106.07152008730434,94.37212978260868,0.9829333396144726,165.67550839139128,74.45953652173911,0.9862451720290897,128.2185508035217,70.71869717391304,0.9879873657841607,122.34848597691304,145.0920965217391,0.9747030579666994,263.75028126099994,68.83641108695652,0.9888449034231703,121.63942567656518,66.8605897826087,0.9889577869741714,118.59536910295651,97.32862347826085,0.9828561130165661,171.6734652229565,118.77442826086956,0.9798207115750038,217.72728577291304,78.29500499999999,0.9869855498332826,135.25589568113043,67.24656043478261,0.9892979471601152,113.44166771521736,60.86822456521738,0.9885683359074678,103.8179234583043
euro28,graph_stat_dg,avg_transceivers,40.591953399758474,0.9992506750323179,44.893600011821256,85.64342684933571,0.9982555970673441,117.54632478594678,100.61374655797114,0.9980841669695013,159.38506054576334,93.1484052189009,0.9982230884076252,137.65382507002877,67.89304947010872,0.9987197630752824,89.08592940555069,86.99731832276579,0.9982962281691555,128.3618987466088,102.08357857789852,0.9980214846247195,151.8577180900386,77.01355866545894,0.9985493159091962,107.92746135799024,84.20265977807973,0.9984305905492733,130.8378518534831,128.90237278381636,0.9975254080058958,227.373490401594,52.12453038043475,0.9989959555761802,65.70904284375835,62.612731739130446,0.9988141224267835,89.7981479142463,59.89747528985508,0.9988905582717905,88.54690758056039,93.6913516410024,0.998223656110126,135.34457078244426,101.168989772041,0.997979505972168,141.85524908914954,91.00858232487919,0.9980933987691444,132.73913629353126,57.66075897946858,0.9989194440786159,83.39902441042021,107.88997569595415,0.9978549956720342,166.8373872264154,107.19903840126798,0.9980583781000585,149.08008782791762,88.83596611111112,0.9983851069950862,122.82568320069073,71.32811416062802,0.998625574835985,103.2859908487536,61.586064341787484,0.9988275456919063,80.09462946512078,85.67720002415457,0.9983990919622499,119.94910190577284,76.08098257397336,0.9985960679240831,111.76757158960848,53.14802193991541,0.9989091987843167,82.22245707606272
euro28,graph_stat_dg,max_transceivers,101.64444444444445,0.9984438539279498,133.94759188405797,174.85483091787438,0.9970467688229362,264.92454144927524,142.030193236715,0.9977687033675425,201.30360676328496,134.96111111111114,0.997874749467947,188.25017990338165,157.88943236714974,0.9975324865916748,234.96870705313992,105.07149758454105,0.9983048060926021,144.86765700483087,171.73115942028986,0.9972408638428739,245.53466106280192,159.213345410628,0.9975198395550068,237.44586241545878,101.7273550724638,0.9984277701643608,138.12252096618357,152.7521739130435,0.9975704245104735,253.0321746859903,107.49782608695652,0.9982856591020052,138.94084908212548,175.70030193236713,0.9972534215076435,282.71050338164235,123.45724637681154,0.9981064188188646,173.90204173913028,120.59486714975846,0.9981134724578822,168.52077739130434,158.58019323671496,0.9973668537855374,221.65619265700465,114.69806763285024,0.9979999836255601,171.34604270531392,141.58188405797102,0.997804139865867,213.1725553623188,130.03121980676326,0.9978671373116438,181.6071862801931,177.18164251207725,0.99735142105886,255.24609159420282,122.32421497584545,0.9981588233243316,161.75710685990333,131.55555555555557,0.9978977225774524,186.09079768115936,131.48743961352656,0.9979402832248915,184.12896521739123,104.67101449275363,0.9983799267833473,129.96816212560384,125.45585748792273,0.9980884149063305,179.1880144927537,148.53677536231882,0.9974653348609478,245.52026879227046
euro28,graph_stat_dg,sum_slots,50653.36032608696,0.9972655479027352,67457.86538391304,63792.25489130435,0.9961796457484342,89060.29373260868,65963.0972826087,0.996328894581415,101224.18067739128,62800.80230978261,0.9965192390554266,92500.42647130432,85387.94184782609,0.9953186428872276,126719.20648565213,61586.07350543478,0.9964821828841276,88448.17029521734,66270.23043478261,0.9962683458170152,97397.6281691304,63146.75489130435,0.9964955978573403,92527.53297260866,57331.6625,0.9968837986319276,83790.47679478259,64103.57785326087,0.9964194537520732,99142.38666999998,60774.36141304348,0.9965841984186129,82522.47373304346,55112.821739130435,0.996938998222857,80580.72401999998,59345.30434782609,0.9968044650629098,85570.50881956518,51827.622826086954,0.9971556618145182,76063.12563913045,82772.37663043478,0.9951280424293297,123970.86804086955,54789.402717391305,0.9966707103157769,78138.8806208695,66985.36480978261,0.9962943492621528,102068.5002895652,69539.98763586956,0.9960232945278334,102305.10363,77053.90991847827,0.9959236377287601,116987.82584347823,60460.32785326087,0.9967632460726434,86755.49520304345,74009.08423913043,0.9958038174742034,104864.72319652172,60515.34633152174,0.9966426169726661,88427.71187956518,69905.0023097826,0.9962115661364844,102505.67638043476,68323.12350543478,0.9963801300013393,97948.27164086954,66300.43220108695,0.9959512631232136,102958.63400782605
euro28,graph_stat_dg,avg_max_slot,29.08610065821257,0.9951669018427057,43.94790801639615,36.16411660778986,0.9932382581029908,56.85400763242028,46.01562247584541,0.9922341513829451,76.38162239770047,35.26511709541062,0.9941076759507798,59.74808670777294,41.26062798309179,0.9930618507634584,68.06617329379226,33.00898418478261,0.99430779252033,52.593956051671505,32.27261926932367,0.9944585263397019,52.36490500079224,34.575357223731864,0.9940628686116436,57.74000504999515,36.6824119504831,0.9938501304150078,59.7450771072947,35.887251099033826,0.9938693223116604,59.58375772517394,33.15506651570048,0.994307103781885,53.986718032840585,27.509322314311596,0.995246372167408,43.54541537897101,38.13772637077295,0.9937014929362147,59.38368489015943,29.54559231884058,0.9951310312630129,45.77089826172464,69.1665183650362,0.98749163040291,119.26977636340573,32.6859353759058,0.9939619632465397,51.97460628917874,31.908665772946875,0.9945798332610223,52.68313408292273,38.05598913798309,0.9933649028836024,61.9765066084541,35.34474208937198,0.9942723043624104,58.25401922895168,35.36884143719807,0.9941587371141036,57.408851807352654,37.250092626811586,0.9934386066986847,60.56032615831882,46.94052425875602,0.9920249973693198,81.44027650739609,29.544426932367156,0.9950890293446496,47.787256793000026,33.19945617753624,0.9947164236807025,56.54576150375363,29.24158642059177,0.9945081362914604,45.299008796990314
euro28,graph_stat_mdg,avg_transceivers,51.34065585899759,0.9990522546448196,59.481137015101474,92.17944760265692,0.9981224700523538,135.43319324508678,78.8473105012077,0.9984986317775458,122.63623108373895,91.71052425120777,0.9982505176196868,145.6925574808841,77.85326526570051,0.9985319465588761,101.99821236688405,77.33853431159417,0.9984853876103396,113.58601020980663,82.48650203653386,0.9984013020036533,124.88275494540585,61.26726030193239,0.998845924778087,78.94346921507722,84.05509591787437,0.9984333409150861,128.74995021967143,64.54580943840584,0.9987608874853132,100.13918529682131,58.44631795591785,0.9988741826696923,78.03032129063273,40.63671407759664,0.9992303455457812,49.69083061720772,61.514948134057974,0.998860598881033,96.10282950238644,73.94145962560384,0.9985981047587232,103.47250745271003,82.1920941304348,0.99835850258365,105.62006957663759,69.01598294233098,0.9985541368224281,87.64349265387445,47.00880881793482,0.9991190603865704,60.256892804758465,96.3294126615338,0.9980848359105049,137.33474085853135,78.98598067934779,0.9985693816645881,103.35196275325602,67.30915093146133,0.998776429392686,92.70916785986945,78.43076417270538,0.9984887135012551,120.75002499762812,67.84557420893734,0.9987083792962496,94.22672425587936,79.0374636533816,0.9985231577267883,108.61235843473898,54.914231819142515,0.9989866606756784,70.31528283681155,78.92602542874397,0.9983801353024191,113.72778457224639
euro28,graph_stat_mdg,max_transceivers,88.95797101449273,0.9986380800453151,106.74431980676324,109.78671497584541,0.9981457443995564,135.88643033816416,131.39516908212565,0.9979357797689855,182.72857932367143,148.4514492753623,0.9976623153221023,233.43776850241545,135.0163043478261,0.9978899503511668,178.92703613526555,133.0949275362319,0.9978526839775607,182.4245605797101,132.04130434782607,0.9978785449403009,183.01203671497572,106.77747584541062,0.9983366641073649,133.82285024154578,167.40628019323674,0.9974126807071148,262.01111884057974,103.76769323671498,0.9983495394033728,154.06381256038645,113.26865942028988,0.9981936277004507,151.03203710144925,107.21763285024153,0.9983239548188073,140.61288772946853,99.48236714975843,0.9984741443388861,137.71922028985497,129.4391304347826,0.9979751170977307,180.9742790338165,151.24021739130436,0.9974887304790708,208.38273913043471,110.94758454106284,0.9980653816549292,156.84273623188403,112.24148550724637,0.9982591939282266,142.98147342995162,143.54450483091784,0.9976454829930272,201.8458160386472,142.52801932367154,0.9978694366687715,195.4000749758454,142.13285024154592,0.9978606714233753,201.9314442512077,151.11648550724635,0.9975851359958532,220.97808483091768,156.15917874396135,0.9975538068047298,215.52098144927533,144.624154589372,0.9977615415264033,192.6597729468599,91.78840579710146,0.9986014096766241,125.52729082125612,105.31014492753623,0.9982029638620789,134.91245932367136
euro28,graph_stat_mdg,sum_slots,47201.39891304348,0.997451897299198,62600.04952043477,55464.23383152174,0.9966783895335078,73916.36707521738,68740.64891304348,0.9961743129249897,104298.87418304346,66000.9070652174,0.996341871900206,98982.22331999998,71773.05163043478,0.9960650733758836,97999.7980956521,62171.99510869565,0.9964487148461899,86148.90474434779,71500.62676630435,0.9959738239748375,105736.50510086954,56300.18777173913,0.996875556012355,75170.31676391301,64494.14470108696,0.9964944895510367,95250.7925573913,71237.88858695653,0.9960209622733673,110350.79818869564,47974.8625,0.9973035897476472,63210.33882173911,60045.909375,0.996665011343875,87584.59499391301,59521.992391304346,0.9967949510361117,82284.56944782603,62594.482065217395,0.9965647686343635,94997.88756913046,81355.375,0.9952114467255706,118167.87481260867,59352.666304347826,0.996393422635442,85817.82590086953,68120.65760869565,0.9962315445195061,102056.93098739129,73575.4054347826,0.9957925256049592,111982.5577647826,66957.64904891304,0.9964577575019531,96245.78489434779,66631.91847826086,0.9964328489196213,94456.10422391302,65813.43274456522,0.9962684962355011,91175.66353391302,77068.80217391305,0.9957242335367604,117951.64599608693,70441.72173913043,0.9961824791470822,99131.4452043478,66134.77173913043,0.9964960724304751,97936.92428739126,53282.494021739134,0.9967462233461967,76371.3442165217
